,date,hr,weather,temperature,feels_like_temperature,relative_humidity,windspeed,psi,guest_scooter,registered_scooter
1215,2011-07-19,18,clar,114.1,156.2,66.0,9.0,21,239,3154
1216,2011-01-09,20,clear,58.2,75.2,46.0,17.0,29,1,265
1217,2011-08-26,0,clear,98.9,129.2,83.0,9.0,24,25,298
1218,2011-08-11,10,clear,109.0,138.2,37.0,17.0,18,106,670
1219,2011-01-03,12,clear,65.0,86.0,35.0,20.0,17,41,334
1220,2011-10-14,2,clear,93.8,123.8,94.0,11.0,21,0,42
1221,2011-11-12,10,clear,75.2,98.6,61.0,19.0,31,186,1188
1222,2011-04-30,23,clear,83.6,113.0,67.0,7.0,45,102,639
1223,2011-08-07,20,clear,107.3,145.4,84.0,9.0,31,150,932
1224,2011-08-25,22,clear,98.9,129.2,83.0,0.0,11,64,887
1225,2011-12-06,7,loudy,85.3,114.8,94.0,13.0,10,22,1591
1226,2011-01-01,6,clear,65.0,93.2,80.0,0.0,49,5,0
1227,2011-05-10,18,clear,100.5,134.6,29.0,9.0,11,208,3362
1228,2011-09-17,1,clear,85.3,114.8,72.0,7.0,15,86,367
1229,2011-10-21,5,clear,75.2,100.4,76.0,13.0,11,0,217
1230,2011-02-06,9,clear,70.1,95.0,56.0,7.0,16,22,269
1231,2011-01-12,17,clear,63.3,82.4,47.0,24.0,36,-2,975
1232,2011-02-12,19,clear,70.1,93.2,38.0,11.0,19,7,272
1233,2011-12-09,7,clear,65.0,91.4,75.0,6.0,9,11,1363
1234,2011-01-08,10,cloudy,61.6,84.2,80.0,11.0,42,13,394
1235,2011-09-21,0,clear,92.1,122.0,100.0,0.0,7,21,140
1236,2011-06-17,5,clear,92.1,122.0,100.0,0.0,4,3,83
1237,2011-01-28,8,cloudy,59.9,84.2,86.0,6.0,18,7,1086
1238,2011-06-15,18,clear,107.3,138.2,32.0,9.0,7,238,3691
1239,2011-03-16,8,cloudy,73.5,98.6,93.0,0.0,38,78,1594
1240,2011-08-13,18,clear,105.6,140.0,74.0,15.0,5,371,1181
1241,2011-10-10,10,clear,93.8,123.8,73.0,11.0,48,321,1104
1242,2011-06-08,2,clear,100.5,129.2,89.0,6.0,2,2,49
1243,2011-01-23,8,clear,51.5,69.8,62.0,11.0,25,8,121
1244,2011-12-30,12,clear,73.5,100.4,57.0,9.0,41,116,1117
1245,2011-03-28,10,clear,66.7,87.8,30.0,13.0,12,68,327
1246,2011-10-20,16,cloudy,87.0,116.6,51.0,30.0,5,93,1425
1247,2011-12-17,21,clear,63.3,86.0,75.0,11.0,22,22,618
1248,2011-04-03,7,clear,73.5,96.8,57.0,15.0,16,38,144
1249,2011-09-27,12,cloudy,102.2,131.0,89.0,9.0,7,98,903
1250,2011-07-03,2,clear,105.6,138.2,58.0,13.0,16,58,354
1251,2011-06-25,9,clear,107.3,138.2,45.0,17.0,7,140,971
1252,2011-03-16,1,light snow/rain,71.8,93.2,100.0,20.0,32,2,12
1253,2011-03-28,13,cloudy,71.8,95.0,24.0,15.0,36,44,484
1254,2011-11-08,19,clear,85.3,114.8,59.0,0.0,36,41,1850
1255,2011-04-23,6,cloudy,75.2,100.4,100.0,11.0,34,0,75
1256,2011-09-15,16,cloudy,92.1,122.0,77.0,31.0,17,89,1352
1257,2011-03-09,23,light snow/rain,75.2,100.4,93.0,13.0,24,5,117
1258,2011-12-27,23,clear,71.8,96.8,93.0,9.0,27,7,168
1259,2011-03-23,17,cloudy,80.2,109.4,76.0,15.0,4,82,1713
1260,2011-05-09,9,clear,92.1,122.0,56.0,11.0,8,108,994
1261,2011-06-16,2,clear,97.2,134.6,56.0,6.0,6,2,32
1262,2011-08-16,1,clear,100.5,132.8,69.0,11.0,5,13,85
1263,2011-01-27,21,clear,61.6,86.0,74.0,6.0,44,4,257
1264,2011-08-25,11,light snow/rain,105.6,140.0,79.0,0.0,42,119,789
1265,2011-05-30,0,clear,100.5,127.4,94.0,13.0,2,112,456
1266,2011-01-11,23,light snow/rain,59.9,84.2,93.0,6.0,14,2,126
1267,2011-05-12,13,cloudy,98.9,134.6,57.0,20.0,12,146,1193
1268,2011-11-17,6,light snow/rain,76.9,102.2,57.0,15.0,28,7,505
1269,2011-12-24,14,clear,75.2,96.8,39.0,20.0,24,46,488
1270,2011-04-08,17,light snow/rain,73.5,96.8,93.0,17.0,41,32,967
1271,2011-03-04,4,cloudy,61.6,82.4,74.0,13.0,17,4,-1
1272,2011-04-22,2,clear,76.9,100.4,53.0,20.0,1,4,53
1273,2011-07-13,17,clear,105.6,140.0,79.0,0.0,39,211,2924
1274,2011-04-22,14,light snow/rain,75.2,98.6,87.0,17.0,19,9,234
1275,2011-03-19,16,clear,88.7,118.4,31.0,26.0,44,525,907
1276,2011-01-31,8,cloudy,59.9,77.0,59.0,19.0,30,9,1279
1277,2011-06-25,21,clear,103.9,136.4,51.0,11.0,48,187,982
1278,2011-11-06,3,clear,66.7,95.0,87.0,0.0,19,14,32
1279,2011-01-11,6,cloudy,59.9,82.4,55.0,9.0,12,-1,194
1280,2011-11-24,3,clear,70.1,95.0,65.0,9.0,26,1,32
1281,2011-11-17,15,cloudy,75.2,96.8,49.0,30.0,48,31,746
1282,2011-02-03,15,clear,65.0,84.2,37.0,22.0,4,14,393
1283,2011-09-22,15,cloudy,103.9,136.4,79.0,11.0,4,94,1044
1284,2011-01-28,22,clear,66.7,86.0,65.0,24.0,21,0,183
1285,2011-09-25,2,light snow/rain,97.2,122.0,94.0,0.0,0,83,554
1286,2011-03-31,22,light snow/rain,70.1,93.2,93.0,17.0,14,19,308
1287,2011-09-23,5,cloudy,98.9,125.6,94.0,0.0,36,7,139
1288,2011-01-25,8,cloudy,59.9,82.4,74.0,9.0,12,17,1636
1289,2011-07-01,17,clear,115.8,143.6,21.0,13.0,25,296,2533
1290,2011-02-16,14,clear,85.3,114.8,28.0,28.0,46,51,454
1291,2011-04-14,19,clear,92.1,122.0,32.0,0.0,14,110,1557
1292,2011-11-26,22,cloudy,78.5,107.6,76.0,0.0,43,40,360
1293,2011-07-27,9,clear,110.7,140.0,35.0,17.0,44,79,1324
1294,2011-08-10,3,clear,105.6,138.2,58.0,11.0,25,5,25
1295,2011-08-24,7,clear,97.2,132.8,64.0,6.0,30,31,2079
1296,2011-01-04,9,clear,59.9,78.8,64.0,15.0,45,5,685
1297,2011-05-04,15,CLEAR,87.0,116.6,51.0,28.0,44,64,752
1298,2011-04-16,9,light snow/rain,80.2,109.4,100.0,20.0,19,5,189
1299,2011-07-20,20,clear,114.1,159.8,75.0,15.0,45,135,1846
1300,2011-03-01,16,clear,75.2,102.2,34.0,6.0,28,31,646
1301,2011-06-17,1,clear,93.8,123.8,94.0,9.0,31,12,132
1302,2011-07-21,13,clear,120.8,167.0,56.0,20.0,22,63,569
1303,2011-10-22,23,clear,78.5,107.6,82.0,0.0,32,81,571
1304,2011-10-30,9,clear,71.8,95.0,65.0,17.0,40,164,644
1305,2011-08-05,22,clear,105.6,138.2,65.0,15.0,2,154,960
1306,2011-06-18,23,cloudy,107.3,141.8,62.0,0.0,14,159,679
1307,2011-03-29,23,cloudy,73.5,100.4,57.0,7.0,16,25,187
1308,2011-06-01,7,cloudy,105.6,140.0,79.0,11.0,6,58,1860
1309,2011-10-03,18,cloudy,80.2,109.4,76.0,11.0,29,82,2691
1310,2011-11-23,22,clear,75.2,96.8,61.0,30.0,22,8,416
1311,2011-09-26,14,clear,105.6,138.2,70.0,11.0,8,131,772
1312,2011-08-16,21,clear,107.3,140.0,54.0,0.0,28,114,1242
1313,2011-12-15,19,cloudy,90.4,120.2,59.0,19.0,37,39,1919
1314,2011-12-14,11,CLOUDY,75.2,104.0,55.0,0.0,28,37,721
1315,2011-11-28,14,clear,97.2,134.6,56.0,0.0,21,44,905
1316,2011-02-20,19,cloudy,75.2,100.4,36.0,9.0,17,11,274
1317,2011-10-27,15,cloudy,90.4,120.2,83.0,7.0,35,35,664
1318,2011-03-10,18,light snow/rain,83.6,113.0,0.0,24.0,42,6,561
1319,2011-05-19,2,clear,88.7,118.4,94.0,0.0,16,8,89
1320,2011-12-04,6,clear,66.7,95.0,93.0,0.0,20,1,20
1321,2011-02-17,3,clear,75.2,100.4,53.0,13.0,25,9,5
1322,2011-07-20,0,clear,105.6,140.0,84.0,7.0,41,32,201
1323,2011-07-27,2,clear,110.7,143.6,52.0,20.0,37,2,40
1324,2011-06-13,19,clear,102.2,134.6,39.0,19.0,26,223,2435
1325,2011-05-14,16,cludy,92.1,122.0,94.0,13.0,38,322,1314
1326,2011-07-15,15,clear,107.3,138.2,45.0,11.0,10,220,1141
1327,2011-11-13,8,clear,75.2,102.2,66.0,6.0,40,71,389
1328,2011-11-29,9,light snow/rain,93.8,123.8,73.0,28.0,27,15,1379
1329,2011-10-28,8,lear,71.8,95.0,61.0,19.0,19,40,2531
1330,2011-12-17,18,clear,68.4,87.8,48.0,26.0,27,19,1052
1331,2011-05-20,3,clear,83.6,113.0,100.0,0.0,34,3,29
1332,2011-09-12,21,clear,100.5,132.8,73.0,6.0,10,86,1166
1333,2011-05-21,11,clear,100.5,134.6,53.0,9.0,21,520,1717
1334,2011-10-12,13,light snow/rain,92.1,122.0,88.0,15.0,45,75,534
1335,2011-05-29,19,clear,107.3,143.6,74.0,17.0,16,425,1026
1336,2011-09-27,6,cloudy,98.9,125.6,94.0,7.0,13,26,813
1337,2011-07-09,10,clear,110.7,143.6,52.0,11.0,23,262,1239
1338,2011-05-20,4,clear,83.6,113.0,94.0,6.0,11,1,26
1339,2011-10-11,19,cloudy,95.5,125.6,83.0,15.0,38,101,2000
1340,2011-09-26,20,clear,100.5,129.2,89.0,9.0,19,71,1590
1341,2011-01-08,15,clear,63.3,80.6,32.0,30.0,29,16,481
1342,2011-11-09,14,clear,90.4,120.2,48.0,11.0,16,79,1069
1343,2011-05-08,18,clear,95.5,125.6,49.0,0.0,37,190,1435
1344,2011-07-25,2,CLOUDY,109.0,145.4,79.0,6.0,47,11,22
1345,2011-04-22,19,light snow/rain,73.5,96.8,93.0,15.0,8,20,337
1346,2011-11-05,16,clear,80.2,109.4,40.0,15.0,49,383,1451
1347,2011-12-30,2,clear,66.7,91.4,70.0,7.0,8,5,74
1348,2011-11-26,21,cloudy,78.5,107.6,82.0,0.0,43,59,507
1349,2011-01-23,3,clear,48.1,68.0,62.0,9.0,18,3,27
1350,2011-07-06,13,cloudy,109.0,143.6,70.0,7.0,43,100,751
1351,2011-02-19,6,clear,80.2,109.4,17.0,28.0,6,8,22
1352,2011-11-02,9,clear,75.2,104.0,87.0,0.0,25,43,1496
1353,2011-06-05,15,clear,105.6,138.2,54.0,0.0,0,483,1797
1354,2011-08-13,23,cloudy,102.2,132.8,83.0,22.0,40,76,664
1355,2011-06-06,17,clear,112.4,141.8,33.0,19.0,1,188,3613
1356,2011-10-26,22,cloudy,87.0,116.6,88.0,6.0,24,70,789
1357,2011-09-29,22,clear,93.8,123.8,68.0,0.0,34,73,1052
1358,2011-04-02,4,clear,66.7,89.6,70.0,11.0,34,-2,35
1359,2011-04-11,13,cloudy,100.5,132.8,69.0,28.0,11,186,541
1360,2011-05-08,20,clear,90.4,120.2,77.0,9.0,47,127,924
1361,2011-04-18,14,cloudy,95.5,125.6,49.0,13.0,1,145,670
1362,2011-12-23,11,clear,80.2,109.4,58.0,30.0,44,76,1039
1363,2011-08-22,8,clear,102.2,134.6,61.0,22.0,37,61,2318
1364,2011-11-16,1,light snow/rain,85.3,114.8,94.0,6.0,0,1,40
1365,2011-01-03,14,clear,68.4,89.6,30.0,19.0,6,31,465
1366,2011-07-17,14,clear,114.1,149.0,49.0,24.0,10,503,1833
1367,2011-04-19,1,clear,85.3,114.8,63.0,15.0,0,15,12
1368,2011-10-18,19,clear,93.8,123.8,60.0,7.0,40,91,2005
1369,2011-02-03,19,clear,63.3,91.4,40.0,0.0,19,14,644
1370,2011-10-29,12,light snow/rain,66.7,84.2,87.0,33.0,40,20,311
1371,2011-10-12,17,light snow/rain,92.1,122.0,94.0,15.0,44,49,1647
1372,2011-12-26,15,clear,78.5,107.6,40.0,17.0,16,78,734
1373,2011-06-14,1,clear,97.2,134.6,49.0,17.0,23,8,75
1374,2011-12-02,18,clear,80.2,109.4,50.0,0.0,8,31,2532
1375,2011-06-19,18,CLOUDY,109.0,141.8,58.0,6.0,20,236,1527
1376,2011-10-23,18,clear,88.7,118.4,63.0,7.0,47,262,1371
1377,2011-11-14,15,clear,100.5,134.6,44.0,22.0,41,158,999
1378,2011-05-02,1,clear,85.3,114.8,72.0,9.0,42,124,514
1379,2011-12-24,3,cloudy,73.5,100.4,70.0,6.0,25,2,35
1380,2011-07-30,5,clear,107.3,141.8,70.0,19.0,38,11,67
1381,2011-10-29,3,light snow/rain,71.8,93.2,81.0,28.0,14,2,56
1382,2011-04-17,20,clear,90.4,120.2,36.0,13.0,34,132,684
1383,2011-02-24,2,clear,63.3,87.8,64.0,6.0,24,-1,29
1384,2011-10-28,12,cloudy,78.5,107.6,40.0,11.0,28,140,1173
1385,2011-06-07,0,clear,100.5,132.8,65.0,6.0,37,13,107
1386,2011-12-16,3,clear,85.3,114.8,82.0,9.0,28,4,23
1387,2011-08-31,8,clear,98.9,132.8,69.0,0.0,8,79,3084
1388,2011-12-04,19,clear,78.5,107.6,76.0,0.0,37,43,1107
1389,2011-07-31,9,clear,114.1,149.0,49.0,0.0,2,164,897
1390,2011-04-30,13,clear,92.1,122.0,39.0,20.0,8,555,1891
1391,2011-05-08,3,clear,85.3,114.8,72.0,6.0,9,29,146
1392,2011-05-11,1,cloudy,88.7,118.4,59.0,7.0,13,11,116
1393,2011-03-01,12,clear,71.8,96.8,39.0,9.0,14,18,562
1394,2011-10-07,22,clear,88.7,118.4,68.0,0.0,10,79,832
1395,2011-04-20,1,clear,81.9,111.2,94.0,11.0,19,5,40
1396,2011-07-10,13,clear,114.1,147.2,46.0,20.0,36,418,1596
1397,2011-04-11,19,clear,107.3,140.0,51.0,30.0,18,220,1476
1398,2011-07-11,8,clear,109.0,143.6,66.0,19.0,47,105,2693
1399,2011-01-28,10,light snow/rain,61.6,86.0,86.0,7.0,35,0,347
1400,2011-03-17,16,clear,88.7,118.4,48.0,19.0,1,104,761
1401,2011-05-08,23,clear,85.3,114.8,88.0,6.0,6,29,286
1402,2011-01-09,2,clear,54.9,68.0,46.0,31.0,14,-2,82
1403,2011-04-09,16,cloudy,78.5,107.6,82.0,0.0,6,220,831
1404,2011-12-28,10,clear,75.2,98.6,57.0,15.0,12,38,590
1405,2011-08-25,21,clear,100.5,131.0,78.0,19.0,47,87,1107
1406,2011-09-02,12,cloudy,102.2,134.6,69.0,15.0,9,245,1251
1407,2011-12-06,14,light snow/rain,87.0,116.6,100.0,15.0,19,18,488
1408,2011-02-24,10,cloudy,68.4,89.6,70.0,19.0,7,22,348
1409,2011-05-27,19,light snow/rain,97.2,129.2,78.0,17.0,38,207,1474
1410,2011-09-24,20,clear,98.9,129.2,83.0,0.0,42,230,1161
1411,2011-03-14,12,clear,78.5,107.6,37.0,0.0,18,119,381
1412,2011-11-20,22,light snow/rain,85.3,114.8,88.0,6.0,18,14,244
1413,2011-04-26,22,cloudy,97.2,127.4,83.0,13.0,44,95,814
1414,2011-10-23,13,clear,90.4,120.2,55.0,13.0,18,478,1790
1415,2011-10-01,7,light snow/rain,81.9,111.2,67.0,17.0,4,20,211
1416,2011-08-05,14,cloudy,112.4,145.4,52.0,17.0,24,243,1149
1417,2011-09-12,6,clear,93.8,123.8,83.0,0.0,38,3,758
1418,2011-12-11,7,clear,61.6,89.6,55.0,0.0,44,1,209
1419,2011-11-21,1,light snow/rain,85.3,114.8,94.0,13.0,23,12,60
1420,2011-10-08,19,clear,92.1,122.0,68.0,9.0,42,227,1207
1421,2011-03-08,0,lear,68.4,95.0,48.0,6.0,17,2,66
1422,2011-01-28,7,cloudy,59.9,84.2,86.0,6.0,3,6,408
1423,2011-01-30,11,clear,65.0,93.2,75.0,0.0,1,27,351
1424,2011-06-22,2,clear,102.2,132.8,78.0,0.0,49,5,35
1425,2011-05-31,9,clear,114.1,150.8,55.0,9.0,8,66,1074
1426,2011-01-06,17,clear,65.0,87.8,51.0,11.0,50,28,1139
1427,2011-03-28,19,clear,71.8,96.8,22.0,9.0,5,50,1093
1428,2011-08-05,5,clear,100.5,131.0,78.0,6.0,3,-1,113
1429,2011-08-18,0,clear,103.9,136.4,65.0,9.0,24,52,269
1430,2011-11-15,16,cloudy,90.4,120.2,68.0,9.0,42,92,1678
1431,2011-03-03,14,clear,66.7,91.4,21.0,7.0,23,53,421
1432,2011-07-15,2,clear,97.2,129.2,78.0,11.0,13,46,155
1433,2011-04-12,20,cloudy,81.9,111.2,82.0,19.0,43,27,658
1434,2011-08-24,3,clear,95.5,125.6,68.0,9.0,34,0,9
1435,2011-03-05,19,cloudy,85.3,114.8,67.0,22.0,29,81,436
1436,2011-09-07,9,light snow/rain,97.2,125.6,88.0,9.0,41,41,1236
1437,2011-06-27,20,clear,105.6,138.2,65.0,7.0,20,160,1755
1438,2011-12-05,18,clear,83.6,113.0,77.0,0.0,27,39,2701
1439,2011-03-11,11,cloudy,73.5,96.8,57.0,20.0,15,43,468
1440,2011-06-11,16,cloudy,114.1,147.2,46.0,13.0,36,506,1578
1441,2011-10-14,22,clear,85.3,114.8,59.0,15.0,38,61,864
1442,2011-03-07,0,light snow/rain,63.3,82.4,100.0,22.0,41,1,30
1443,2011-10-05,16,clear,100.5,134.6,47.0,22.0,6,113,1714
1444,2011-06-12,15,clear,114.1,152.6,59.0,20.0,49,428,1529
1445,2011-03-22,7,cloudy,80.2,109.4,76.0,7.0,39,12,929
1446,2011-09-19,12,cloudy,95.5,125.6,60.0,6.0,12,152,967
1447,2011-03-27,15,clear,73.5,96.8,36.0,19.0,47,184,777
1448,2011-05-07,10,clear,93.8,123.8,49.0,20.0,50,271,1458
1449,2011-08-14,11,clear,105.6,140.0,79.0,13.0,4,245,818
1450,2011-06-08,3,clear,100.5,129.2,89.0,6.0,44,7,8
1451,2011-10-27,22,clear,76.9,98.6,66.0,33.0,1,41,677
1452,2011-07-27,11,clear,114.1,143.6,31.0,0.0,9,126,656
1453,2011-11-28,5,clear,80.2,109.4,87.0,0.0,28,-1,239
1454,2011-01-07,15,cloudy,63.3,86.0,37.0,11.0,45,27,440
1455,2011-08-02,7,clear,107.3,140.0,61.0,19.0,29,44,2244
1456,2011-11-01,14,clear,88.7,118.4,48.0,17.0,17,97,830
1457,2011-07-02,7,clear,100.5,132.8,65.0,0.0,22,32,247
1458,2011-11-03,19,clear,83.6,113.0,67.0,6.0,16,52,1642
1459,2011-04-22,16,light snow/rain,75.2,100.4,87.0,9.0,21,11,410
1460,2011-08-23,14,clear,107.3,138.2,30.0,6.0,27,448,3516
1461,2011-07-02,12,clear,115.8,145.4,30.0,9.0,29,427,1625
1462,2011-07-19,20,clear,109.0,147.2,74.0,6.0,36,143,1603
1463,2011-02-22,9,cloudy,58.2,75.2,74.0,17.0,2,13,706
1464,2011-12-12,4,clar,61.6,89.6,74.0,0.0,16,0,20
1465,2011-08-01,17,lear,110.7,141.8,45.0,20.0,21,206,3117
1466,2011-11-15,0,clear,93.8,123.8,64.0,24.0,10,19,110
1467,2011-02-24,12,cloudy,76.9,100.4,53.0,24.0,49,30,594
1468,2011-03-20,4,clear,68.4,91.4,56.0,15.0,17,7,8
1469,2011-07-02,23,clear,107.3,140.0,54.0,19.0,24,196,620
1470,2011-08-20,8,clear,102.2,134.6,69.0,0.0,14,80,744
1471,2011-04-16,14,light snow/rain,90.4,120.2,83.0,39.0,32,43,343
1472,2011-03-29,2,clear,66.7,86.0,32.0,20.0,39,-1,21
1473,2011-05-05,9,clear,85.3,114.8,44.0,19.0,49,62,1151
1474,2011-10-24,5,clear,78.5,107.6,87.0,0.0,6,7,137
1475,2011-04-14,18,clear,93.8,123.8,30.0,0.0,28,143,2032
1476,2011-05-21,1,clear,90.4,120.2,72.0,0.0,32,26,446
1477,2011-02-23,5,clear,56.6,78.8,50.0,7.0,35,1,58
1478,2011-06-11,18,cloudy,107.3,141.8,62.0,9.0,25,393,1089
1479,2011-05-23,6,cloudy,92.1,122.0,100.0,0.0,28,14,647
1480,2011-11-18,20,clear,70.1,93.2,48.0,13.0,11,22,906
1481,2011-05-12,21,clear,93.8,123.8,83.0,9.0,38,94,1346
1482,2011-03-03,16,clear,68.4,96.8,23.0,0.0,30,20,454
1483,2011-11-23,2,light snow/rain,88.7,118.4,94.0,24.0,45,5,34
1484,2011-11-14,10,CLOUDY,88.7,118.4,63.0,19.0,13,76,597
1485,2011-05-05,23,clear,85.3,114.8,41.0,13.0,31,48,695
1486,2011-07-30,18,clear,120.8,150.8,28.0,13.0,39,276,1450
1487,2011-08-27,11,light snow/rain,102.2,131.0,89.0,28.0,1,47,515
1488,2011-09-01,15,clear,107.3,140.0,51.0,9.0,49,119,945
1489,2011-10-02,18,cloudy,76.9,102.2,81.0,13.0,6,46,1104
1490,2011-12-27,14,light snow/rain,81.9,111.2,82.0,26.0,40,0,103
1491,2011-05-16,8,clear,93.8,123.8,73.0,20.0,11,84,2562
1492,2011-04-11,12,cloudy,97.2,131.0,73.0,22.0,18,112,677
1493,2011-10-26,17,cloudy,90.4,120.2,77.0,7.0,13,121,2900
1494,2011-01-31,19,clear,71.8,98.6,61.0,7.0,7,11,757
1495,2011-11-23,5,cloudy,85.3,114.8,94.0,13.0,46,5,117
1496,2011-12-17,4,clear,66.7,89.6,65.0,11.0,38,-2,62
1497,2011-04-16,6,light snow/rain,80.2,109.4,82.0,22.0,10,3,64
1498,2011-09-01,14,light snow/rain,107.3,140.0,54.0,17.0,15,162,1008
1499,2011-06-18,19,cloudy,109.0,140.0,51.0,7.0,1,299,1592
1500,2011-02-21,6,cloudy,81.9,111.2,26.0,20.0,27,5,43
1501,2011-06-27,9,cloudy,107.3,140.0,54.0,0.0,27,109,1049
1502,2011-10-29,14,light snow/rain,66.7,84.2,87.0,30.0,19,0,202
1503,2011-10-05,21,clear,88.7,118.4,82.0,7.0,27,82,1215
1504,2011-08-20,19,clear,109.0,141.8,62.0,13.0,2,325,1276
1505,2011-09-12,10,clear,103.9,136.4,62.0,11.0,34,121,626
1506,2011-03-30,0,cloudy,73.5,102.2,57.0,0.0,43,8,58
1507,2011-03-13,5,clear,76.9,102.2,62.0,9.0,21,-1,25
1508,2011-06-05,1,cloudy,100.5,134.6,61.0,11.0,9,78,494
1509,2011-07-05,12,clear,114.1,147.2,43.0,7.0,44,214,910
1510,2011-05-06,18,light snow/rain,92.1,122.0,52.0,24.0,17,254,2695
1511,2011-04-03,9,clear,76.9,98.6,50.0,33.0,43,203,523
1512,2011-06-19,10,cloudy,105.6,138.2,61.0,7.0,37,260,1104
1513,2011-03-01,17,clear,75.2,102.2,34.0,6.0,20,34,1609
1514,2011-06-21,4,cloudy,97.2,125.6,88.0,7.0,32,7,52
1515,2011-05-01,18,CLOUDY,85.3,114.8,82.0,6.0,10,97,883
1516,2011-05-12,4,clear,81.9,111.2,94.0,0.0,12,5,33
1517,2011-07-14,22,clear,100.5,134.6,57.0,6.0,4,127,941
1518,2011-06-25,12,clear,109.0,138.2,40.0,19.0,26,418,1762
1519,2011-09-12,8,clear,97.2,129.2,78.0,6.0,38,76,2677
1520,2011-05-03,12,cloudy,103.9,136.4,61.0,33.0,14,144,1187
1521,2011-03-09,7,cloudy,66.7,89.6,87.0,11.0,1,52,864
1522,2011-09-03,2,cloudy,100.5,132.8,69.0,15.0,16,43,185
1523,2011-07-13,11,clear,117.5,149.0,39.0,11.0,33,167,768
1524,2011-10-03,5,cloudy,76.9,104.0,76.0,7.0,29,10,119
1525,2011-03-29,21,clear,75.2,104.0,42.0,0.0,26,24,530
1526,2011-03-26,22,cloudy,70.1,93.2,41.0,15.0,42,50,327
1527,2011-01-08,19,clear,58.2,75.2,36.0,17.0,22,14,182
1528,2011-09-19,15,cloudy,97.2,132.8,60.0,15.0,41,132,1001
1529,2011-12-23,18,clear,76.9,100.4,50.0,17.0,28,10,642
1530,2011-02-03,14,clear,65.0,84.2,37.0,26.0,29,14,305
1531,2011-05-25,5,clear,93.8,123.8,88.0,6.0,2,6,160
1532,2011-06-19,7,cloudy,102.2,132.8,78.0,11.0,0,106,255
1533,2011-07-10,19,clear,114.1,149.0,49.0,22.0,20,359,1285
1534,2011-03-15,14,cloudy,78.5,107.6,46.0,20.0,27,42,518
1535,2011-09-03,19,clear,105.6,140.0,74.0,9.0,26,440,1040
1536,2011-11-25,22,clear,75.2,102.2,71.0,6.0,45,37,327
1537,2011-10-11,19,cloudy,95.5,125.6,83.0,15.0,38,101,2000
1538,2011-09-02,8,clear,98.9,131.0,78.0,13.0,50,68,3038
1539,2011-11-19,16,clear,81.9,111.2,38.0,20.0,39,297,1321
1540,2011-02-04,20,cloudy,66.7,89.6,65.0,11.0,33,5,485
1541,2011-10-03,22,cloudy,80.2,109.4,82.0,0.0,4,34,558
1542,2011-01-22,1,cloudy,49.8,60.8,41.0,26.0,31,9,64
1543,2011-10-17,16,clear,95.5,125.6,56.0,17.0,47,191,1669
1544,2011-10-04,15,clear,95.5,125.6,56.0,19.0,11,85,1162
1545,2011-01-30,8,cloudy,58.2,86.0,86.0,0.0,2,2,79
1546,2011-02-18,10,cloudy,83.6,113.0,72.0,15.0,0,51,545
1547,2011-02-04,10,cloudy,63.3,86.0,51.0,9.0,28,16,324
1548,2011-06-03,6,clear,92.1,122.0,45.0,20.0,24,22,687
1549,2011-05-22,11,clear,105.6,138.2,54.0,13.0,31,490,1466
1550,2011-07-23,19,cloudy,115.8,156.2,59.0,9.0,12,240,960
1551,2011-05-02,21,cloudy,97.2,131.0,73.0,7.0,23,162,1250
1552,2011-04-21,19,clear,85.3,114.8,28.0,19.0,41,158,1903
1553,2011-03-05,0,cloudy,70.1,95.0,81.0,7.0,40,14,103
1554,2011-05-21,19,clear,103.9,136.4,47.0,11.0,26,353,1291
1555,2011-05-03,9,cloudy,97.2,129.2,78.0,24.0,21,85,1098
1556,2011-03-07,16,clear,75.2,96.8,31.0,24.0,32,80,676
1557,2011-06-03,4,clear,90.4,120.2,48.0,22.0,40,2,36
1558,2011-12-22,3,clear,83.6,113.0,67.0,11.0,45,-1,45
1559,2011-12-17,23,clear,63.3,87.8,75.0,0.0,49,17,442
1560,2011-06-09,16,clear,124.2,159.8,33.0,9.0,5,91,1188
1561,2011-02-20,7,clear,61.6,80.6,51.0,17.0,8,-2,13
1562,2011-11-02,23,clear,76.9,104.0,76.0,6.0,44,10,379
1563,2011-05-16,10,clear,98.9,132.8,65.0,6.0,22,110,526
1564,2011-03-24,22,clear,68.4,91.4,65.0,11.0,31,8,411
1565,2011-11-14,23,clear,93.8,123.8,64.0,20.0,14,39,341
1566,2011-08-02,23,cloudy,114.1,149.0,49.0,11.0,15,88,722
1567,2011-02-22,12,clear,63.3,87.8,59.0,7.0,29,22,338
1568,2011-09-24,18,clear,100.5,131.0,78.0,7.0,17,472,1706
1569,2011-04-08,16,CLOUDY,73.5,96.8,93.0,17.0,49,8,408
1570,2011-10-16,0,clear,85.3,114.8,44.0,9.0,13,66,598
1571,2011-08-18,20,clear,102.2,132.8,83.0,7.0,6,74,987
1572,2011-07-29,17,clear,127.6,163.4,30.0,20.0,37,143,2616
1573,2011-12-02,11,clear,75.2,100.4,66.0,11.0,27,54,999
1574,2011-04-01,23,clear,71.8,98.6,61.0,6.0,10,36,290
1575,2011-12-03,1,clear,68.4,91.4,65.0,13.0,31,28,438
1576,2011-06-30,0,clear,102.2,134.6,50.0,11.0,48,43,274
1577,2011-10-06,15,clear,95.5,125.6,46.0,9.0,26,188,1100
1578,2011-08-03,18,light snow/rain,105.6,140.0,84.0,0.0,29,145,3104
